"uniqueID","AverageVolume","GrowthRate","Temperature","Temp"
11,-13.9030899869919,-5.26365532298166,"LowTemp_GR",3
16,-16.1870866433571,-5.21312418624535,"LowTemp_GR",3
17,-15.8416375079047,-5.3106241619144,"LowTemp_GR",3
29,-13.4202164033832,-5.62725541513754,"LowTemp_GR",3
30,-11.137272471682,-5.43050233455035,"LowTemp_GR",3
33,-14.5867002359187,-5.67228274007276,"LowTemp_GR",3
37,-14.5243288116756,-5.28101302303202,"LowTemp_GR",3
38,-15.6307841425899,-5.73627976118028,"LowTemp_GR",3
39,-13.0835460514501,-5.42680935516409,"LowTemp_GR",3
51,-16.6270879970299,-5.25808500496627,"LowTemp_GR",3
52,-15.0835460514501,-5.27848573819478,"LowTemp_GR",3
58,-14.2806687130163,-5.64778957418863,"LowTemp_GR",3
71,-15.2097148359668,-5.34037464639435,"LowTemp_GR",3
86,-15.5497508916806,-5.38321948727788,"LowTemp_GR",3
88,-14.9546770212133,-5.35037339032011,"LowTemp_GR",3
93,-14.0721165896693,-5.53662530320394,"LowTemp_GR",3
94,-15.4989407377822,-5.48535267150549,"LowTemp_GR",3
108,-13.2684112348133,-5.17086731224849,"LowTemp_GR",3
109,-15.3726341434073,-5.24245562097278,"LowTemp_GR",3
111,-14.1580151954099,-5.13240033850618,"LowTemp_GR",3
131,-14.0277971616209,-6.14356535499764,"LowTemp_GR",3
133,-15.2848326421515,-6.5359627965268,"LowTemp_GR",3
134,-14.9393021596464,-6.69811815862119,"LowTemp_GR",3
137,-11.787812395596,-6.12788046934109,"LowTemp_GR",3
209,-13.8996294548824,-5.46090127727254,"LowTemp_GR",3
1,-16.9546770212133,-5.25201225289064,"MidTemp_GR",16.85
2,-14.2924298239021,-5.28112553016066,"MidTemp_GR",16.85
3,-15.632644078974,-5.3680501041868,"MidTemp_GR",16.85
4,-12.8794260687941,-5.5044195423459,"MidTemp_GR",16.85
8,-14.7144426909922,-4.94122337768575,"MidTemp_GR",16.85
9,-14.5968794788242,-5.02493645602708,"MidTemp_GR",16.85
10,-14.3526170298854,-4.9211297896066,"MidTemp_GR",16.85
13,-12.9430951486635,-5.48780930918521,"MidTemp_GR",16.85
14,-15.7746907182741,-5.05468503027015,"MidTemp_GR",16.85
16,-16.1870866433571,-4.90752446536573,"MidTemp_GR",16.85
17,-15.8416375079047,-5.45989751692482,"MidTemp_GR",16.85
19,-15.7447274948967,-5.05998035032578,"MidTemp_GR",16.85
22,-15.0457574905607,-5.23139601579116,"MidTemp_GR",16.85
23,-14.2814983111327,-5.36461393914455,"MidTemp_GR",16.85
24,-13.6090648928966,-5.60283623534467,"MidTemp_GR",16.85
32,-13.6575773191778,-5.54758061617271,"MidTemp_GR",16.85
33,-14.5867002359187,-5.20477223027962,"MidTemp_GR",16.85
35,-13.1765257708297,-5.04976556632831,"MidTemp_GR",16.85
36,-13.4056074496246,-5.84621932023022,"MidTemp_GR",16.85
38,-15.6307841425899,-5.26703078237513,"MidTemp_GR",16.85
39,-13.0835460514501,-5.00120891537709,"MidTemp_GR",16.85
41,-16.4485500020271,-5.05517388811973,"MidTemp_GR",16.85
47,-13.698970004336,-4.59584017694082,"MidTemp_GR",16.85
54,-16.3187587626244,-5.12093901697111,"MidTemp_GR",16.85
56,-13.3448615651886,-5.55163736485308,"MidTemp_GR",16.85
59,-14.0390538042662,-5.33282302828738,"MidTemp_GR",16.85
62,-15.2196826878598,-5.8703260260281,"MidTemp_GR",16.85
64,-15.2806687130163,-6.17721176732756,"MidTemp_GR",16.85
66,-14.3516399890191,-5.17992729096297,"MidTemp_GR",16.85
67,-11.8013429130456,-5.89897786022398,"MidTemp_GR",16.85
69,-14.3809066693733,-4.93522206909913,"MidTemp_GR",16.85
72,-14.4814860601221,-5.46330182253731,"MidTemp_GR",16.85
74,-14.9393021596464,-5.08680967075914,"MidTemp_GR",16.85
77,-16.1481303992702,-4.86254266502526,"MidTemp_GR",16.85
83,-13.787812395596,-5.46904919208118,"MidTemp_GR",16.85
85,-15.3716110699497,-5.01073028713043,"MidTemp_GR",16.85
87,-15.5257837359237,-4.868994548458,"MidTemp_GR",16.85
91,-15.1220530483708,-5.15897220573183,"MidTemp_GR",16.85
92,-15.5590909179348,-5.80882600846441,"MidTemp_GR",16.85
93,-14.0721165896693,-5.26835082056755,"MidTemp_GR",16.85
94,-15.4989407377822,-4.97621181726992,"MidTemp_GR",16.85
97,-16.2479515521806,-4.82545984347434,"MidTemp_GR",16.85
98,-14.602059991328,-4.86721057626674,"MidTemp_GR",16.85
100,-13.9469215565166,-5.75394925285937,"MidTemp_GR",16.85
101,-13.7746907182741,-5.58652278034275,"MidTemp_GR",16.85
102,-14.3372421683184,-5.40736852865941,"MidTemp_GR",16.85
103,-14.1938200260161,-5.39909654598238,"MidTemp_GR",16.85
106,-14.1079053973095,-5.45391105268114,"MidTemp_GR",16.85
107,-14.2924298239021,-5.60292362905233,"MidTemp_GR",16.85
109,-15.3726341434073,-4.98504283386102,"MidTemp_GR",16.85
110,-12.5257837359237,-5.00813736629366,"MidTemp_GR",16.85
114,-16.0746879085004,-4.924628420256,"MidTemp_GR",16.85
116,-13.4225082001628,-5.04837058595299,"MidTemp_GR",16.85
119,-15.1844222516757,-5.05493599259619,"MidTemp_GR",16.85
120,-15.5482135644757,-4.95513165389933,"MidTemp_GR",16.85
127,-15.8996294548824,-5.94124450887801,"MidTemp_GR",16.85
