"uniqueID","AverageVolume","GrowthRate","Temperature","Temp"
7,-18.3705904008973,-4.50441556089586,"LowTemp_GR",26.85
17,-17.6516951369518,-4.07802768775653,"LowTemp_GR",26.85
18,-17.369572124975,-4.10269065828894,"LowTemp_GR",26.85
19,-17.369572124975,-4.05467518060566,"LowTemp_GR",26.85
20,-17.9913998282381,-4.08271677722127,"LowTemp_GR",26.85
21,-16.9430951486635,-4.03184208150786,"LowTemp_GR",26.85
22,-17.2915790998653,-4.06557700901885,"LowTemp_GR",26.85
23,-18.1524273408579,-4.10282761120007,"LowTemp_GR",26.85
24,-17.5257837359237,-4.01483120254334,"LowTemp_GR",26.85
25,-18.2549252084179,-4.06830956534125,"LowTemp_GR",26.85
26,-17.8096683018297,-4.06754150441599,"LowTemp_GR",26.85
27,-17.4190750243244,-4.09540052171043,"LowTemp_GR",26.85
28,-17.6270879970299,-4.14629417297302,"LowTemp_GR",26.85
29,-17.9507819773298,-4.14937542572213,"LowTemp_GR",26.85
7,-18.3705904008973,-4.59334292359811,"MidTemp_GR",42.85
12,-17.9393021596464,-4.23229638011257,"MidTemp_GR",42.85
17,-17.6516951369518,-3.83796520447865,"MidTemp_GR",42.85
18,-17.369572124975,-3.81995750175031,"MidTemp_GR",42.85
19,-17.369572124975,-3.80364022468636,"MidTemp_GR",42.85
20,-17.9913998282381,-3.7920580946475,"MidTemp_GR",42.85
21,-16.9430951486635,-3.75354995771748,"MidTemp_GR",42.85
22,-17.2915790998653,-3.77790274542339,"MidTemp_GR",42.85
23,-18.1524273408579,-3.84597097855211,"MidTemp_GR",42.85
24,-17.5257837359237,-3.82805510145792,"MidTemp_GR",42.85
25,-18.2549252084179,-3.82450109859512,"MidTemp_GR",42.85
26,-17.8096683018297,-3.87284104359373,"MidTemp_GR",42.85
27,-17.4190750243244,-3.79719961481305,"MidTemp_GR",42.85
28,-17.6270879970299,-3.85426171310893,"MidTemp_GR",42.85
29,-17.9507819773298,-3.78693595177772,"MidTemp_GR",42.85
12,-17.9393021596464,-3.86050752125616,"HighTemp_GR",51.85
17,-17.6516951369518,-3.93268649484289,"HighTemp_GR",51.85
19,-17.369572124975,-3.89492527350611,"HighTemp_GR",51.85
20,-17.9913998282381,-3.7181367933501,"HighTemp_GR",51.85
22,-17.2915790998653,-3.72776840248451,"HighTemp_GR",51.85
23,-18.1524273408579,-4.00250907922628,"HighTemp_GR",51.85
24,-17.5257837359237,-3.73124809824071,"HighTemp_GR",51.85
26,-17.8096683018297,-3.7717465735514,"HighTemp_GR",51.85
27,-17.4190750243244,-3.86425905808952,"HighTemp_GR",51.85
28,-17.6270879970299,-3.86926736450439,"HighTemp_GR",51.85
29,-17.9507819773298,-3.8624719761723,"HighTemp_GR",51.85
