,FinalID,Consumer,StandardisedTraitName,StandardisedTraitValue,ConTemp,ConTempUnit,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,ConSize,ConSizeUnit,Citation,uniqueID,Temp(kel),1/kT,log_TraitValues,B0,E,Eh,El,Th,Tl,index
0,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,4.90916666666667e-07,10,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,283.15,40.983655696696246,-14.526991445212724,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
1,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,7.895555555555559e-07,15,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,288.15,40.2725042877652,-14.051795637701657,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
2,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,1.6962777777777799e-06,20,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,293.15,39.58561183871582,-13.287074249938621,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
3,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,4.2293333333333295e-06,25,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,298.15,38.92175787529614,-12.373466181739893,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
4,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,4.43683333333333e-06,30,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,303.15,38.279802442749606,-12.325569649190895,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
5,MTD2099,Caulerpa serrulata,Mass-Specific Photosynthetic Oxygen Production Rate,1.65758333333333e-06,35,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",1,308.15,37.6586795733232,-13.310149839629354,4.90916666666667e-07,-0.9011424315633824,1.5851617109955962,-0.4505712157816912,38.279802442749606,37.6586795733232,0.0
6,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,8.923611111111109e-13,5,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",2,278.15,41.720374296313295,-27.744905511169275,1.0702546296296301e-11,-1.105421255233817,0.7891092462072635,-0.5527106276169085,38.279802442749606,37.6586795733232,0.0
7,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,1.0702546296296301e-11,10,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",2,283.15,40.983655696696246,-25.260539431154964,1.0702546296296301e-11,-1.105421255233817,0.7891092462072635,-0.5527106276169085,38.279802442749606,37.6586795733232,0.0
8,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,2.1714120370370396e-11,15,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",2,288.15,40.2725042877652,-24.553058358688993,1.0702546296296301e-11,-1.105421255233817,0.7891092462072635,-0.5527106276169085,38.279802442749606,37.6586795733232,0.0
9,MTD2100,Caulerpa serrulata,Individual Mass Growth Rate,4.05439814814815e-11,20,celsius,Plantae,Chlorophyta,Chlorophyceae,Bryopsidales,Caulerpaceae,Caulerpa,serrulata,,,"Li, D. M., Wang, G. C., Chen, L. M., Lu, F. & Shen, Z. G. 2009. Effects of irradiance and temperature on the photosynthesis and vegetative propagation of Caulerpa serrulata. Journal of Integrative Plant Biology 51, 147-154.",2,293.15,39.58561183871582,-23.928633768541072,1.0702546296296301e-11,-1.105421255233817,0.7891092462072635,-0.5527106276169085,38.279802442749606,37.6586795733232,0.0
